finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
P1-G2-M01,P1-G2,MEDIUM,[tests/core/test_regime_vector_expansion.py:236-314](tests/core/test_regime_vector_expansion.py#L236-L314),"**`test_history_store_migration` is NOT an xdist race — it is a UTC-vs-ET timezone boundary bug.** See full characterization in §7 below. The test captures `old_date`/`new_date` using `datetime.now(UTC)` (lines 245, 247) but `RegimeHistoryStore.record()` internally computes `trading_date` using `.astimezone(_ET)` at [regime_history.py:128-130](argus/core/regime_history.py#L128-L130). During the ~4h window when ET date ≠ UTC date (8 PM ET EDT / 7 PM ET EST until midnight UTC), the test fails deterministically: (a) the query for ""UTC yesterday"" matches both the manually-inserted old row AND the newly-recorded row because ET-today equals UTC-yesterday, (b) the query for ""UTC today"" matches zero rows because no record has trading_date = ET-tomorrow. Cleanup tracker #4 (Sprint 31.75) and multiple sprint close-outs describe this as an ""xdist race""; it is not — it's timezone drift that presents as flake because different test runs hit the boundary window at different times.",Mislabeled bug category sends future fixers on a wild goose chase for parallelism issues. Also: this test currently guards the RegimeHistoryStore migration path from Sprint 27.9 — letting it rot means the migration becomes untested. Reconfirmed pre-existing during Sprint 31.85.,"Replace `datetime.now(UTC)` at lines 245, 247, 302 with `datetime.now(UTC).astimezone(ZoneInfo(""America/New_York""))` — then the captured `old_date`/`new_date` will match the store's internal ET-based trading_date and the test will pass deterministically regardless of time-of-day. Also update CLAUDE.md Known Issues entry: re-classify from ""xdist race"" to ""timezone boundary"".",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-G2-M02,P1-G2,MEDIUM,[tests/backtest/test_walk_forward_engine.py:530-550](tests/backtest/test_walk_forward_engine.py#L530-L550),"**`test_divergence_documented` literally asserts nothing.** The body is `assert True, ""<long doc message>""` — the test name implies behavior verification but the code is a docstring container. Silent failure mode #4.2 from the prompt: ""Tests asserting nothing after setup (setup runs, no assertion — effectively a smoke test mislabeled as a unit test)."" A reader scanning the test file sees `test_divergence_documented` in green and assumes coverage; there is none.","Produces false confidence. The comment explicitly calls this out (""# This test is intentionally documentary — it always passes""), but that intent is hidden inside the function — the pytest collector/reporter treats it as a real test.","Either (a) delete the test and move the docstring into a module-level docstring or `docs/backtesting.md` block, or (b) replace with an `assert isinstance(BacktestEngine, type)` or similar structural check that at least fails if the documented class goes away, or (c) promote it to a real test that runs both engines on identical bars and asserts directional agreement.",safe-during-trading,fix-now,FIX-09-backtest-engine,,
P1-G2-M03,P1-G2,MEDIUM,[tests/backtest/test_walk_forward_engine.py:558-626](tests/backtest/test_walk_forward_engine.py#L558-L626),"**`test_speed_benchmark` is tautological + flaky.** The mocks include hand-coded `asyncio.sleep(0.01)` and `asyncio.sleep(0.05)` delays; the assertion `speed_ratio >= 3.0` then measures the ratio of the mocked delays, not any production code behavior. P1-G1 M1 flagged the flake; this finding adds the tautology characterization. A refactor that replaces `BacktestEngine.run` with a genuinely slow implementation would not fail this test — it measures the mocks only.",Same as G1 M1 plus: the test cannot detect any real performance regression because the real engines are never exercised.,Replace with a functional equivalence check: run both engines over identical 5-day mocked fixtures and assert same-sign P&L and trade-count-within-20% — same assertion used at [line 514-522](tests/backtest/test_walk_forward_engine.py#L514-L522) for a related test. Delete the mocked-delay speed assertion.,safe-during-trading,fix-now,FIX-09-backtest-engine,,
P1-G2-M04,P1-G2,MEDIUM,[tests/execution/test_order_manager.py:700-752](tests/execution/test_order_manager.py#L700-L752),"**`test_emergency_flatten_*` fixtures lack a fill-event publisher — 30s wait comes from `OrderManagerConfig()` default `eod_flatten_timeout_seconds=30`.** Confirms and explains G1 M4. The test calls `order_manager.emergency_flatten()` which calls `eod_flatten()` which creates `asyncio.Event`s per symbol and does `await asyncio.wait_for(gather(...), timeout=30.0)`. The mock broker `place_order` returns `OrderStatus.PENDING` but **no test code ever sets the corresponding `_eod_flatten_events[symbol].set()` via a synthetic `OrderFilledEvent`** — so each of 6 tests waits the full 30s timeout. 180s of wall-clock is wasted per full suite run.","Confirms G1 M4 diagnosis. Adds specificity: the fix is either (a) publish a synthetic `OrderFilledEvent` after `emergency_flatten()` kicks off, or (b) override the config fixture with `eod_flatten_timeout_seconds=0.1`.","Override the shared `config` fixture for these specific tests with `OrderManagerConfig(eod_flatten_timeout_seconds=0.1)`. Alternatively, subscribe to `OrderSubmittedEvent` in the test, and publish a matching `OrderFilledEvent` synchronously. Pattern to follow: [test_order_manager_sprint329.py:320-340](tests/execution/test_order_manager_sprint329.py#L320-L340) already overrides `eod_flatten_timeout_seconds=1` or `=5` for its tests — replicate that for the `test_order_manager.py` tests.",safe-during-trading,fix-now,FIX-04-execution,,
P1-G2-M05,P1-G2,MEDIUM,[tests/data/test_alpaca_data_service.py:505-557](tests/data/test_alpaca_data_service.py#L505-L557),"**`test_stale_data_detection` and `test_stale_data_recovery` use real `asyncio.sleep(6)` against a 5-second monitor interval.** Each test is 10s wall-clock. `.claude/rules/testing.md` §Tests-that-use-real-asyncio.sleep: ""If a test needs more than ~3s of real sleep, reconsider whether it can be tested at a lower level."" The monitor polls every 5s (hardcoded in `_stale_data_monitor`), so a 6s sleep waits for one poll cycle.","Two 10s tests in a data-service module that is otherwise fast. G1 top-30-slowest table lists both. Unlike the flatten tests, these are testing a real behavior (monitor loop), but at the wrong level.","Refactor the monitor to accept an injected poll interval, then pass `monitor_poll_seconds=0.1` in test setup. Alternatively, test `_check_stale_once()` (a synchronous helper) rather than the full loop — removes the need to wait for `asyncio.sleep` at all.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-M06,P1-G2,MEDIUM,"[tests/core/test_risk_manager.py:289, 306, 323, 346, 423-425, 502](tests/core/test_risk_manager.py)","**11+ tests mutate RiskManager private attributes (`rm._circuit_breaker_active`, `rm._daily_realized_pnl`, `rm._weekly_realized_pnl`, `rm._pdt_tracker.record_day_trade(...)`, `rm._trades_today`).** This is brittle-setup (Q3.2) + excessive-mocking-via-backdoor (Q2.3). A refactor of RiskManager's internal state shape (e.g., `_daily_realized_pnl → _account_state.daily_pnl`) breaks every test that pokes internals without any public-API change. The tests are effectively testing a specific internal layout, not behavior.",Latent maintenance cost. Refactors to RiskManager become larger than they should because the test suite has a private-attribute coupling surface. Also makes the rejection-path tests (G1 C1/C2) harder to add cleanly — the new tests would follow the same anti-pattern.,Introduce public test-only methods or a `@classmethod` builder: `RiskManager.with_daily_pnl(-3000.0)` for test setup. Or drive state through published `PositionClosedEvent`s (which already works — see `test_position_closed_updates_daily_pnl` at [line 437](tests/core/test_risk_manager.py#L437)). Gradually migrate each `rm._foo = ...` callsite to event-driven setup.,safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-G2-M07,P1-G2,MEDIUM,[tests/strategies/test_shadow_mode.py:108](tests/strategies/test_shadow_mode.py#L108),"**Lambda-based `__eq__` monkeypatch on `MagicMock` to force specific equality outcome: `mock_config.system.broker_source.__eq__ = lambda self, other: False`.** This is a subtle form of tautology: the test is controlling a comparison result rather than using a real `BrokerSource` enum value. If `_process_signal` logic is refactored to check `broker_source is BrokerSource.SIMULATED`, the lambda will silently not be triggered and the test may pass or fail unpredictably.",The pattern obscures what the test is actually asserting. G1 didn't catch this because it's coupled to the C1 `_build_system()` pattern.,Replace with a real `BrokerSource.DATABENTO` (or equivalent live enum value) instead of a MagicMock lambda.,safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-M08,P1-G2,MEDIUM,"[tests/api/test_observatory_ws.py:210, 232, 396, 443, 555, 610](tests/api/test_observatory_ws.py) [tests/api/test_arena_ws.py:76, 94](tests/api/test_arena_ws.py)","**8 WebSocket tests use `except Exception: pass` to swallow expected `WebSocketDisconnect`.** Silent-failure category Q4.1. If the server changes to raise a different exception (e.g., a new `WebSocketError` subclass), these tests still pass because any exception is swallowed. The idiomatic replacement is `with pytest.raises(WebSocketDisconnect):`.","The tests still exercise the right code path, but their guard is too loose. A regression from `close(code=4001)` to `close(code=1000)` would not surface — the broad except swallows it.","Replace each `try/except Exception: pass` with explicit `with pytest.raises((WebSocketDisconnect, <specific exception>)):` — Starlette raises `WebSocketDisconnect` on client-side `close()` and `RuntimeError` in a handful of cases. Enumerate the two and fail on anything else.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-M09,P1-G2,MEDIUM,[tests/](tests/) class-vs-function mix,"**Class-based vs function-based test organization is inconsistent across the suite.** Class-based: `test_clock.py`, `test_risk_manager.py`, `test_event_bus.py`, `test_regime_vector_expansion.py`, `test_shadow_mode.py`, `test_position_sizer.py`, `test_tools.py`, `test_auth.py`, `test_trades.py`, `test_trade_logger.py`, `test_alpaca_data_service.py`. Function-based: `test_order_manager.py`, `test_engine.py`, `test_def159_entry_price_known.py`, `test_quality_engine.py`. `.claude/rules/testing.md` does not mandate either style, so this is organic drift. Complicates navigation and test discovery.",Discoverability friction only. Not a correctness risk. `testing.md` could pick a convention and apply it going forward.,"Either (a) pick class-based as the canonical form (matches the majority) and leave existing function-based files alone until they're touched next, or (b) amend `testing.md` to say ""either is acceptable"" to codify the status quo. Do NOT bulk-rewrite — churn for churn's sake. Codify direction so new tests align.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-M10,P1-G2,MEDIUM,"[tests/test_integration_sprint2.py](tests/test_integration_sprint2.py), [tests/test_integration_sprint3.py](tests/test_integration_sprint3.py), [tests/test_integration_sprint4a.py](tests/test_integration_sprint4a.py), [tests/test_integration_sprint4b.py](tests/test_integration_sprint4b.py), [tests/test_integration_sprint5.py](tests/test_integration_sprint5.py), [tests/test_integration_sprint13.py](tests/test_integration_sprint13.py) — 6 historical files","**Sprint 2-13 integration tests are archaeological artifacts.** Read Sprint 2 (345 lines, pre-Alpaca broker work), Sprint 3 (435 lines, cash-reserve), Sprint 4a/4b (643 lines total, Orchestrator), Sprint 5 (325 lines, Phase 1 handoff), Sprint 13 (178 lines, API dependencies). These tests assert on behavior from 1-year-old architecture decisions (DEC-027, DEC-037 era). Sprint 2 still imports `Trade`, `Order`, `Side` from `argus.models.trading` — still works, but the specific shapes tested are subsumed by later, denser tests. Per-file triage below (§7 Historical Integration Tests).",Not broken; the tests pass. But a reader opening `tests/test_integration_sprint4a.py` has no way to know whether it's still a load-bearing regression guard or a decorative artifact.,Triage per file (table in §7). Keep sprint-18/19/20/26 (validate current behavior); deprecate sprint-2/3/4a/4b/5 (move to `tests/integration/historical/` with a note in a README); delete sprint-13 only after confirming its 5 tests aren't unique coverage.,safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-L01,P1-G2,LOW,[tests/core/test_regime_vector_expansion.py:36](tests/core/test_regime_vector_expansion.py#L36),"**`_make_vector()` hardcodes `computed_at=datetime(2026, 3, 26, 14, 0, 0, tzinfo=UTC)` as default** — confirms G1 M6. Not every caller passes `computed_at=` override, so tests like `test_construction_with_all_fields` store March 26 2026 as their timestamp. Latent until a retention cleanup is added or a test starts asserting on ""recent"" timestamps.",Latent; will bite when retention-aware tests are written.,"Replace with `datetime.now(UTC) - timedelta(hours=1)` (slightly-in-the-past lookback so any ""now""-based assertion stays valid).",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-G2-L02,P1-G2,LOW,[tests/strategies/test_orb_breakout.py:16-53](tests/strategies/test_orb_breakout.py#L16-L53),"**`make_orb_config()` helper has 14 parameters, most with defaults.** Signals a missing factory fixture. 1,460 lines in this file; similar helper patterns across the strategy-tests directory.",Verbose test setup. Mostly cosmetic; tests pass.,"Either (a) extract a `pytest.fixture` that yields a default-constructed `OrbBreakoutConfig` and let tests parametrize via `dataclasses.replace(config, field=new_value)`, or (b) use `pytest-factoryboy` / similar factory library. Incremental — start with one module.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-L03,P1-G2,LOW,[tests/api/conftest.py:247-486](tests/api/conftest.py#L247-L486),**`seeded_trade_logger` inlines 15 `Trade(...)` dict-form constructors (240 lines of fixture setup).** Heavy Q3.1 duplication: each trade repeats ~14 field assignments. Refactoring a single field rename across these 15 calls is error-prone.,Mostly cosmetic; also makes the seeded-trade scenario hard to extend without editing the conftest.,"Extract a `_make_trade(**overrides)` helper (analogous to patterns already used in `test_risk_manager.py`, `test_trade_logger.py`) that supplies defaults and allows per-trade overrides. Reduces to ~50 lines.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-L04,P1-G2,LOW,"[tests/utils/test_log_throttle.py](tests/utils/test_log_throttle.py), [tests/api/test_lifespan_startup.py](tests/api/test_lifespan_startup.py)","**Two files use `time.sleep()` rather than `asyncio.sleep()`.** `testing.md` says ""Never use `time.sleep()` — use `asyncio.sleep()`"" (architecture.md). `test_log_throttle.py` tests time-based throttle behavior (legitimate use if the throttle uses wall-clock). `test_lifespan_startup.py`: need to verify.",Low; wall-clock tests are occasionally the right call. Worth confirming these are the intended exceptions.,"If intentional (e.g., testing a `time.monotonic()`-based rate limiter), add a docstring explaining why. Otherwise, replace with mocked clock.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-L05,P1-G2,LOW,[tests/core/test_clock.py:14-34](tests/core/test_clock.py#L14-L34),"**`TestSystemClock.test_now_returns_current_utc_time` / `test_today_returns_current_date_in_configured_timezone` depend on real wall-clock time.** Q5.2 — depending on `datetime.now` without mocking. Low risk: the assertions are bounded (`before <= result <= after`) so timing is self-consistent. But they could fail if the system clock jumps (NTP drift, VM snapshot restore, DST boundary).",Very low. Expected to pass 99.999% of the time. Not a priority.,Accept as-is — verifying `SystemClock` actually returns system time is a legitimate test.,read-only-no-fix-needed,fix-now,FIX-13-test-hygiene,,
P1-G2-L06,P1-G2,LOW,[tests/intelligence/test_startup.py](tests/intelligence/test_startup.py),"**9 `@patch` decorators in this file.** The file counts `@patch` / `with patch` the highest in the intelligence sample — but each is a legitimate factory-wiring patch, testing that `create_intelligence_components()` correctly skips disabled sources. Not excessive.",Not a concern; documenting the ceiling.,None.,read-only-no-fix-needed,fix-now,FIX-13-test-hygiene,,
P1-G2-L07,P1-G2,LOW,"[tests/accounting/__init__.py](tests/accounting/__init__.py), [tests/notifications/__init__.py](tests/notifications/__init__.py)",**Empty test directories mirroring dead source scaffolding.** Already flagged in G1 L3 — duplicating the confirmation here for completeness.,Cosmetic.,Delete both.,safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G2-L08,P1-G2,LOW,[tests/test_integration_sprint26.py:41](tests/test_integration_sprint26.py),**Sprint 26 integration tests imports `AfternoonMomentumStrategy` that is unused in this file.** Minor dead import.,Cosmetic.,Remove unused import.,safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-I-M01,P1-I,MEDIUM,[pyproject.toml:20-21](../../../pyproject.toml#L20-L21),"**`databento>=0.40.0` and `ib_async>=2.1.0` have no upper version bound.** Both talk to external services with live money on the line. A `pip install -U` by an operator, a fresh venv build, or a CI cache-miss could silently pull a breaking major-version bump (e.g., `databento` 1.x, `ib_async` 3.x) and corrupt live-trading wire-up. Every other runtime dep in the file has a `<N` upper bound.",Silent breakage on re-install. Execution-path libs are the worst place for this.,"Add explicit upper bounds: `""databento>=0.40.0,<1""` and `""ib_async>=2.1.0,<3""`. Verify against current installed versions before pinning.",`safe-during-trading` (doc/config only — no code change),fix-now,FIX-18-deps-and-infra,,
P1-I-M02,P1-I,MEDIUM,[pyproject.toml:25](../../../pyproject.toml#L25) + [argus/api/auth.py:26](../../../argus/api/auth.py#L26) and 5 other files,**`python-jose[cryptography]` has CVE-2024-33663 (algorithm confusion) affecting <3.4.0** and the library has had no release since 2022. Used in 6 files for JWT signing/verification on the Command Center API.,"Security exposure on paper-trading API auth. Low blast radius today (single-user auth, not public-facing), but the dep is a zombie.","Migrate from `python-jose` → `PyJWT` (`pyjwt[crypto]>=2.8,<3`). API: `jwt.encode(payload, secret, algorithm=""HS256"")` / `jwt.decode(...)` — nearly drop-in for the 6 imports. Single-session Phase 3 fix.",`weekend-only` (touches auth on the API — regression risk),fix-now,FIX-18-deps-and-infra,,
P1-I-M03,P1-I,MEDIUM,[pyproject.toml:26](../../../pyproject.toml#L26) + [argus/api/auth.py](../../../argus/api/auth.py),**`passlib[bcrypt]` is effectively abandoned** (last release 2020) and emits `AttributeError: module 'bcrypt' has no attribute '__about__'` warnings under bcrypt >=4.1. Used for operator-password hashing.,Library rot; not a live security issue but a maintenance time-bomb.,Replace with direct `bcrypt` calls (`bcrypt.hashpw` / `bcrypt.checkpw`) — the passlib wrapper adds little value for a single scheme. Or adopt `argon2-cffi` if rotating hash scheme.,`weekend-only` (touches auth),fix-now,FIX-18-deps-and-infra,,
P1-I-M04,P1-I,MEDIUM,[pyproject.toml:38](../../../pyproject.toml#L38),"**`plotly` is declared under `[project.optional-dependencies].dev`** but imported by 5 production-adjacent files in `argus/backtest/`: `vectorbt_afternoon_momentum.py`, `vectorbt_vwap_reclaim.py`, `vectorbt_orb_scalp.py`, `vectorbt_orb.py`, `report_generator.py`. An operator installing only the runtime set (no `[dev]` extra) will fail `python -m argus.backtest.*` commands documented in [CLAUDE.md:112-120](../../../CLAUDE.md#L112-L120).",Broken operator install path.,"Move `plotly>=5.18,<6` from `dev` → `backtest` extras. (Note: may become moot if P1-E2 M2 adopted to retire `report_generator.py` + vectorbt_*.py files.)",`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-M05,P1-I,MEDIUM,"[pyproject.toml:42,46](../../../pyproject.toml#L42)","**`vectorbt>=0.28,<1` and `scikit-learn>=1.5,<2` are declared in `[project.optional-dependencies].backtest` but imported nowhere in the codebase.** The `vectorbt_*.py` files are named after the library but use pure NumPy/Pandas — the file header of [vectorbt_orb.py:11](../../../argus/backtest/vectorbt_orb.py#L11) explicitly says *""VectorBT had numba/coverage compatibility issues at install time""*. `scikit-learn` appears in no grep hits.",Dead dep declarations — confusing signal to readers and to `pip-audit` scans.,"Remove both from the `backtest` extra. If scipy (2 files) + numpy + matplotlib (1 file) + plotly (M4 placement) are the real backtest surface, list only those.",`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-M06,P1-I,MEDIUM,(no file — absence),"**No CI configuration exists.** No `.github/`, no `.gitlab-ci.yml`, no `Jenkinsfile`. All test enforcement is local. The ARGUS test suite is 4,934 pytest + 846 Vitest tests — a CI matrix would catch regressions that the operator could miss during a solo dev workflow, especially under xdist-sensitive configurations (DEF-048, DEF-150) where local runs can be flaky.","No external check on test-count regression, lint regression, or Python-version incompatibility. Amplifies the risk of M1-style silent breaks.","Minimum viable CI: a single GitHub Actions workflow running `python -m pytest --ignore=tests/test_main.py -n auto -q` + `cd argus/ui && npx vitest run` on push to main, matrixed against the `requires-python = "">=3.11""` minimum. Does not need to run live-broker tests.",`safe-during-trading` (CI config is offline — zero live-paper risk),fix-now,FIX-18-deps-and-infra,,
P1-I-M07,P1-I,MEDIUM,(no file — absence),"**No Python lockfile** (no `poetry.lock`, `uv.lock`, `pdm.lock`, `requirements-lock.txt`). Reproducibility depends entirely on the version-range solver producing the same tree across installs. Combined with M1 (unbounded `databento` / `ib_async`), a clean re-install could produce a different execution-path runtime than what was validated in the last sprint. Frontend has `package-lock.json` ✅; Python doesn't.","Reproducibility gap. Not acute today, but one bad upgrade will expose it.",Commit a `uv.lock` or `requirements.lock` (generated via `uv pip compile pyproject.toml -o requirements.lock`) alongside `pyproject.toml`. Wire CI (when added per M6) to install from the lockfile.,`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-M08,P1-I,MEDIUM,[scripts/resolve_sweep_symbols.py:211-216](../../../scripts/resolve_sweep_symbols.py#L211-L216),"**SQL f-string interpolation for numeric Pydantic fields** (cleanup tracker #2 — confirmed). Today safe because Pydantic enforces `float`/`int`; tomorrow unsafe the moment someone adds a string-typed filter (e.g., ""P/E < 30"" expression). No defense-in-depth.",Defense-in-depth gap in an operator-invoked sweep tool.,"Convert to DuckDB parameter binding: `service.query(""... HAVING AVG(close) >= ? AND AVG(close) <= ? AND AVG(volume) >= ?"", [min_price, max_price, min_avg_volume])`, building the clause list and param list in lockstep.","`safe-during-trading` (script is operator-invoked, not runtime)",fix-now,FIX-18-deps-and-infra,,
P1-I-M09,P1-I,MEDIUM,[scripts/resolve_sweep_symbols.py:171](../../../scripts/resolve_sweep_symbols.py#L171),"**`_count_cache_symbols()` hardcodes `'historical'` DuckDB VIEW name** (cleanup tracker #3 — confirmed). The view name is an internal detail of `HistoricalQueryService`. A rename during the pending cache-consolidation cutover (DEF-161 resolved, but `cache_dir` repoint in `config/historical_query.yaml` is still operator-pending per Sprint 31.85 close-out) could land on a schema where the script silently returns 0.",Tight coupling between an operational sweep script and a service implementation detail.,"Add a public method on `HistoricalQueryService` — e.g., `count_distinct_symbols() -> int` — and call that from the script. Decouples the VIEW name from consumers.",`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-L01,P1-I,LOW,[argus/ui/package.json:40](../../../argus/ui/package.json#L40) vs [docs/decision-log.md](../../../docs/decision-log.md),"**Documentation drift:** DEC-108 mentions Three.js r128 but `package.json` installs `three@^0.183.2`. Either DEC-108 was written before the Three.js migrated to semver (they did, circa r154) and never updated, or the docs are stale. Code is correct.",Cosmetic doc drift.,"Update DEC-108 to reference `three@0.183` or ""current major"" instead of ""r128"".",`safe-during-trading`,fix-now,FIX-12-frontend,,
P1-I-L02,P1-I,LOW,[pyproject.toml:14](../../../pyproject.toml#L14),"`python-ulid>=2.2,<3` — library is at v3.x. Minor lag.",None (v2→v3 is non-breaking for the `ULID()`/`str` use in the codebase per DEC-026).,Bump on next dependency refresh pass.,`weekend-only` (touches a runtime dep — unlikely but validate),fix-now,FIX-18-deps-and-infra,,
P1-I-L03,P1-I,LOW,[pyproject.toml:16](../../../pyproject.toml#L16),"`pyarrow>=14.0,<18` — upper bound excludes 18.x (current latest).",None today; future upgrade friction.,Bump to `<19` next dependency refresh.,`weekend-only`,fix-now,FIX-18-deps-and-infra,,
P1-I-L04,P1-I,LOW,[pyproject.toml:17](../../../pyproject.toml#L17),"`alpaca-py>=0.30,<1` is still in `[project.dependencies]` despite DEC-086 demoting Alpaca to incubator-only. 4 files still import it (alpaca_broker, alpaca_data_service, alpaca_scanner, backtest/data_fetcher).",Live mode does not need Alpaca; keeping it in core dependencies perpetuates incubator baggage.,Longer-term: move `alpaca-py` to `[project.optional-dependencies].incubator` and gate the 4 imports behind feature detection. Cross-ref PF-07 (flagged for P1-C1 / P1-C2).,`weekend-only`,fix-now,FIX-18-deps-and-infra,,
P1-I-L05,P1-I,LOW,[pyproject.toml:45](../../../pyproject.toml#L45),"`matplotlib` is declared under `backtest` extras but imported by exactly one file: [vectorbt_orb.py](../../../argus/backtest/vectorbt_orb.py). If that file is retired (P1-E2 M5 scenario), matplotlib becomes dead.",None today.,Recheck once P1-E2 decisions land.,`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-C01,P1-I,COSMETIC,[.env.example:21-25](../../../.env.example#L21-L25),"**`APCA_API_KEY_ID` and `APCA_API_SECRET_KEY` fallback env-var names** (read by `backtest/data_fetcher.py:714-715, 749-750`) are undocumented. `.env.example` only mentions `ALPACA_API_KEY` / `ALPACA_SECRET_KEY`.",Mildly confusing for operators who have legacy alpaca-py environment layouts (APCA_ is the alpaca-py default naming).,"Add one-line comment in `.env.example` after line 25: `# Alternate names also supported: APCA_API_KEY_ID, APCA_API_SECRET_KEY (alpaca-py default convention)`",`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
P1-I-C02,P1-I,COSMETIC,"[scripts/test_databento_scanner.py](../../../scripts/test_databento_scanner.py), `test_ibkr_bracket_lifecycle.py`, `test_ibkr_order_lifecycle.py`, `test_position_management_lifecycle.py`, `test_time_stop_eod.py`","Five files in `scripts/` named `test_*.py` are manual diagnostic runners, NOT pytest tests. Not auto-discovered (testpaths is `tests/`) so no functional issue, but the naming is misleading.",Minor confusion. A new contributor might assume they run under pytest.,"Rename to `diagnose_*.py` (matches the pattern already established by `scripts/diagnose_databento.py`, `diagnose_feed.py`, `diagnose_live_streaming.py`) OR `verify_*.py`.",`safe-during-trading`,fix-now,FIX-06-data-layer,,
P1-I-C03,P1-I,COSMETIC,[pyproject.toml:54-56](../../../pyproject.toml#L54-L56),"Pytest markers: only `slow` registered. Elsewhere in the codebase `@pytest.mark.asyncio` is used pervasively (auto mode handles it) but no other custom markers are registered — however, the project uses `-n auto` (xdist) without a registered marker, and test-selection tools like `-m ""not slow""` could benefit from an `integration` / `unit` split.",Minor — no warnings spam today.,Consider adding `integration` and `unit` markers for test-selection precision. Optional.,`safe-during-trading`,fix-now,FIX-18-deps-and-infra,,
DEF-014,P1-H4,MEDIUM,argus/data/databento_data_service.py,SystemAlertEvent for dead data feed (reconnection exhaustion),Health Monitor / Command Center cannot react to dead feed,Fold into P1-A1 M9 health_monitor expansion; emit SystemAlertEvent on max-retries exceeded,weekend-only,fix-now,FIX-06-data-layer,,Promoted from DEF via audit P1-H4
DEF-034,P1-H4,COSMETIC,workflow/runner/models.py (SessionResult),Pydantic serialization warnings on review_verdict field,PydanticSerializationUnexpectedValue warnings during test runs,"Add use_enum_values=True on SessionResult, or emit .value",safe-during-trading,fix-now,FIX-20-sprint-runner,,Promoted from DEF via audit P1-H4
DEF-037,P1-H4,MEDIUM,argus/data/fmp_reference.py,FMP API Key Redaction in Error Logs,FMP API URLs with apikey= appear in error logs,"Add .replace(api_key, ""[REDACTED]"") before logging in FMP error paths",safe-during-trading,fix-now,FIX-06-data-layer,,Promoted from DEF via audit P1-H4
DEF-048+049,P1-H4,MEDIUM,tests/test_main.py,Additional test_main.py xdist failures + isolation failure,4 tests fail under -n auto + test_orchestrator_uses_strategies_from_registry fails in isolation,Apply DEF-046 pattern: empty ANTHROPIC_API_KEY env + explicit ai.enabled=false,safe-during-trading,fix-now,FIX-03-main-py,,Promoted from DEF via audit P1-H4
DEF-074,P1-H4,MEDIUM,argus/main.py + argus/core/orchestrator.py,Dual regime recheck path consolidation,Both main.py and Orchestrator._poll_loop call reclassify_regime,Delete main.py._run_regime_reclassification; Orchestrator owns cadence (P1-A1 M10),weekend-only,fix-now,FIX-03-main-py,,Promoted from DEF via audit P1-H4
DEF-082,P1-H4,CRITICAL,argus/main.py:1113,catalyst_quality always 50.0 — actually reading wrong DB (P1-D1 C1),Quality pipeline catalyst_quality is effectively disabled for every signal,Fix CatalystStorage path: argus.db → catalyst.db (P1-D1 C1),weekend-only,fix-now,FIX-01-catalyst-db-quality-pipeline,,Promoted from DEF via audit P1-H4
DEF-089,P1-H4,COSMETIC,OBSOLETE,In-memory ResultsCollector for parallel sweeps,N/A — superseded by Sprint 31.5 ProcessPoolExecutor approach,Mark OBSOLETE in CLAUDE.md,safe-during-trading,fix-now,FIX-00-doc-sync-obsoletes,,RESOLVED FIX-00-doc-sync-obsoletes; Promoted from DEF via audit P1-H4
DEF-091,P1-H4,MEDIUM,argus/core/regime.py + argus/api/routes/vix.py,V1/V2 RegimeClassifier private-attribute access + VIXDataService private attrs,Private-attr reach-in at 7+ sites; any rename breaks silently,"Public accessors: attach_vix_service(), compute_trend_score_public(), _config → property (P1-A2 M10 + L15 + P1-F1 #4)",weekend-only,fix-now,FIX-05-core-orchestrator-risk-regime,,Promoted from DEF via audit P1-H4
DEF-092,P1-H4,LOW,argus/core/regime.py:343-376,"Unused Protocol types (4 classes, signatures mismatched)",Dead code; signatures do not match concrete implementations,"Delete 4 Protocol classes (BreadthCalculator, CorrelationCalculator, SectorRotationCalculator, IntradayCalculator)",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,Promoted from DEF via audit P1-H4
